symbol,class,tissue_type,TPM,organ,kinase_percentile
AKT1,Light,Brain - Cortex,30.735,prefrontal_cortex,82
AKT2,Light,Brain - Cortex,20.285,prefrontal_cortex,74
AKT3,Light,Brain - Cortex,21.015,prefrontal_cortex,75
ALK,Light,Brain - Cortex,1.2555,prefrontal_cortex,17
ALPK1,Light,Brain - Cortex,0.7114,prefrontal_cortex,12
ALPK2,Dark,Brain - Cortex,0.03158,prefrontal_cortex,2
ALPK3,Dark,Brain - Cortex,1.676,prefrontal_cortex,21
AMHR2,Light,Brain - Cortex,0.013645,prefrontal_cortex,1
ANKK1,Light,Brain - Cortex,0.4747,prefrontal_cortex,10
ARAF,Light,Brain - Cortex,11.705,prefrontal_cortex,60
ATM,Light,Brain - Cortex,4.341,prefrontal_cortex,34
ATR,Light,Brain - Cortex,4.4445,prefrontal_cortex,35
AURKA,Light,Brain - Cortex,1.0515,prefrontal_cortex,16
AURKB,Light,Brain - Cortex,0.05594,prefrontal_cortex,4
AURKC,Light,Brain - Cortex,1.584,prefrontal_cortex,20
AXL,Light,Brain - Cortex,16.58,prefrontal_cortex,70
BAZ1A,Light,Brain - Cortex,1.9395,prefrontal_cortex,22
BAZ1B,Light,Brain - Cortex,19.06,prefrontal_cortex,73
BCKDK,Dark,Brain - Cortex,25.69,prefrontal_cortex,79
BCR,Light,Brain - Cortex,30.385,prefrontal_cortex,82
BLK,Light,Brain - Cortex,0.026865,prefrontal_cortex,2
BLVRA,Light,Brain - Cortex,34.785,prefrontal_cortex,84
BMP2K,Light,Brain - Cortex,3.5045,prefrontal_cortex,28.999999999999996
BMPR1A,Light,Brain - Cortex,2.8185,prefrontal_cortex,28.000000000000004
BMPR1B,Light,Brain - Cortex,6.766,prefrontal_cortex,44
BMPR2,Light,Brain - Cortex,13.27,prefrontal_cortex,63
BMX,Light,Brain - Cortex,0.1607,prefrontal_cortex,8
BRAF,Light,Brain - Cortex,8.6415,prefrontal_cortex,51
BRD2,Light,Brain - Cortex,67.03,prefrontal_cortex,92
BRD3,Light,Brain - Cortex,8.579,prefrontal_cortex,51
BRD4,Light,Brain - Cortex,15.45,prefrontal_cortex,68
BRDT,Light,Brain - Cortex,0.088725,prefrontal_cortex,5
BRSK1,Dark,Brain - Cortex,217.35,prefrontal_cortex,100
BRSK2,Dark,Brain - Cortex,58.375,prefrontal_cortex,91
BTK,Light,Brain - Cortex,0.7267,prefrontal_cortex,13
BUB1,Light,Brain - Cortex,0.097585,prefrontal_cortex,6
BUB1B,Light,Brain - Cortex,0.19715,prefrontal_cortex,8
CAMK1,Light,Brain - Cortex,75.245,prefrontal_cortex,94
CAMK1D,Dark,Brain - Cortex,45.545,prefrontal_cortex,88
CAMK1G,Dark,Brain - Cortex,66.98,prefrontal_cortex,92
CAMK2A,Light,Brain - Cortex,602.35,prefrontal_cortex,100
CAMK2B,Light,Brain - Cortex,87.635,prefrontal_cortex,96
CAMK2D,Light,Brain - Cortex,15.115,prefrontal_cortex,68
CAMK2G,Light,Brain - Cortex,84.31,prefrontal_cortex,96
CAMK4,Light,Brain - Cortex,9.893,prefrontal_cortex,55.00000000000001
CAMKK1,Dark,Brain - Cortex,86.19,prefrontal_cortex,96
CAMKK2,Dark,Brain - Cortex,106.25,prefrontal_cortex,97
CAMKV,Dark,Brain - Cortex,166.8,prefrontal_cortex,99
CASK,Light,Brain - Cortex,5.637,prefrontal_cortex,41
CDC7,Light,Brain - Cortex,5.973,prefrontal_cortex,42
CDC42BPA,Dark,Brain - Cortex,15.36,prefrontal_cortex,68
CDC42BPB,Dark,Brain - Cortex,63.73,prefrontal_cortex,92
CDC42BPG,Dark,Brain - Cortex,0.13225,prefrontal_cortex,7.000000000000001
CDK1,Light,Brain - Cortex,0.48835,prefrontal_cortex,10
CDK2,Light,Brain - Cortex,2.004,prefrontal_cortex,22
CDK3,Light,Brain - Cortex,8.809,prefrontal_cortex,52
CDK4,Light,Brain - Cortex,14.825,prefrontal_cortex,67
CDK5,Light,Brain - Cortex,74.515,prefrontal_cortex,94
CDK6,Light,Brain - Cortex,2.035,prefrontal_cortex,23
CDK7,Light,Brain - Cortex,12.695,prefrontal_cortex,61
CDK8,Light,Brain - Cortex,5.74,prefrontal_cortex,41
CDK9,Light,Brain - Cortex,69.495,prefrontal_cortex,93
CDK10,Dark,Brain - Cortex,29.57,prefrontal_cortex,81
CDK11A,Dark,Brain - Cortex,12.03,prefrontal_cortex,61
CDK11B,Dark,Brain - Cortex,15.615,prefrontal_cortex,69
CDK12,Dark,Brain - Cortex,3.6455,prefrontal_cortex,31
CDK13,Dark,Brain - Cortex,10.17,prefrontal_cortex,56.00000000000001
CDK14,Dark,Brain - Cortex,24.585,prefrontal_cortex,78
CDK15,Dark,Brain - Cortex,0.018805,prefrontal_cortex,2
CDK16,Dark,Brain - Cortex,80.225,prefrontal_cortex,95
CDK17,Dark,Brain - Cortex,14.88,prefrontal_cortex,67
CDK18,Dark,Brain - Cortex,29.685,prefrontal_cortex,82
CDK19,Dark,Brain - Cortex,10.92,prefrontal_cortex,57.99999999999999
CDK20,Dark,Brain - Cortex,25.62,prefrontal_cortex,79
CDKL1,Dark,Brain - Cortex,2.6065,prefrontal_cortex,27
CDKL2,Dark,Brain - Cortex,3.675,prefrontal_cortex,31
CDKL3,Dark,Brain - Cortex,2.3445,prefrontal_cortex,25
CDKL4,Dark,Brain - Cortex,0.1317,prefrontal_cortex,6
CDKL5,Dark,Brain - Cortex,1.4095,prefrontal_cortex,19
CHEK1,Light,Brain - Cortex,0.9269,prefrontal_cortex,14.000000000000002
CHEK2,Light,Brain - Cortex,0.70795,prefrontal_cortex,12
CHUK,Light,Brain - Cortex,3.918,prefrontal_cortex,32
CIT,Light,Brain - Cortex,48.115,prefrontal_cortex,90
CKB,Light,Brain - Cortex,1498.5,prefrontal_cortex,100
CKM,Light,Brain - Cortex,3.6925,prefrontal_cortex,31
CKMT1A,Light,Brain - Cortex,13.435,prefrontal_cortex,64
CKMT1B,Light,Brain - Cortex,42.325,prefrontal_cortex,87
CKMT2,Light,Brain - Cortex,5.387,prefrontal_cortex,40
CLK1,Light,Brain - Cortex,59.43,prefrontal_cortex,91
CLK2,Light,Brain - Cortex,20.535,prefrontal_cortex,75
CLK3,Dark,Brain - Cortex,10.0085,prefrontal_cortex,56.00000000000001
CLK4,Dark,Brain - Cortex,14,prefrontal_cortex,65
COL4A3BP,Light,Brain - Cortex,13.92,prefrontal_cortex,65
CSF1R,Light,Brain - Cortex,7.813,prefrontal_cortex,49
CSK,Light,Brain - Cortex,18.225,prefrontal_cortex,72
CSNK1A1,Light,Brain - Cortex,16.115,prefrontal_cortex,69
CSNK1A1L,Dark,Brain - Cortex,0.042215,prefrontal_cortex,3
CSNK1D,Light,Brain - Cortex,52.64,prefrontal_cortex,90
CSNK1E,Light,Brain - Cortex,45.85,prefrontal_cortex,89
CSNK1G1,Dark,Brain - Cortex,2.8025,prefrontal_cortex,28.000000000000004
CSNK1G2,Dark,Brain - Cortex,50.18,prefrontal_cortex,90
CSNK1G3,Dark,Brain - Cortex,6.2075,prefrontal_cortex,43
CSNK2A1,Light,Brain - Cortex,22.265,prefrontal_cortex,77
CSNK2A2,Dark,Brain - Cortex,15.865,prefrontal_cortex,69
CSNK2A3,Dark,Brain - Cortex,0.14205,prefrontal_cortex,7.000000000000001
DAPK1,Light,Brain - Cortex,16.6,prefrontal_cortex,70
DAPK2,Light,Brain - Cortex,2.495,prefrontal_cortex,26
DAPK3,Light,Brain - Cortex,35.785,prefrontal_cortex,84
DCLK1,Light,Brain - Cortex,26.375,prefrontal_cortex,80
DCLK2,Light,Brain - Cortex,48.395,prefrontal_cortex,90
DCLK3,Dark,Brain - Cortex,0.96105,prefrontal_cortex,15
DDR1,Light,Brain - Cortex,43.965,prefrontal_cortex,88
DDR2,Light,Brain - Cortex,4.4305,prefrontal_cortex,35
DGKA,Light,Brain - Cortex,13.145,prefrontal_cortex,63
DGKB,Light,Brain - Cortex,7.3695,prefrontal_cortex,46
DGKD,Light,Brain - Cortex,9.056,prefrontal_cortex,53
DGKE,Light,Brain - Cortex,6.052,prefrontal_cortex,42
DGKG,Light,Brain - Cortex,10.23,prefrontal_cortex,56.00000000000001
DGKH,Light,Brain - Cortex,1.782,prefrontal_cortex,22
DGKI,Light,Brain - Cortex,4.254,prefrontal_cortex,33
DGKK,Light,Brain - Cortex,0.016675,prefrontal_cortex,1
DGKQ,Light,Brain - Cortex,25.465,prefrontal_cortex,79
DGKZ,Light,Brain - Cortex,177.6,prefrontal_cortex,99
DMPK,Light,Brain - Cortex,44,prefrontal_cortex,88
DSTYK,Dark,Brain - Cortex,12.865,prefrontal_cortex,62
DYRK1A,Light,Brain - Cortex,14.575,prefrontal_cortex,66
DYRK1B,Dark,Brain - Cortex,23.435,prefrontal_cortex,78
DYRK2,Dark,Brain - Cortex,2.0765,prefrontal_cortex,23
DYRK3,Dark,Brain - Cortex,1.136,prefrontal_cortex,17
DYRK4,Dark,Brain - Cortex,5.1875,prefrontal_cortex,39
EEF2K,Dark,Brain - Cortex,5.874,prefrontal_cortex,41
EGFR,Light,Brain - Cortex,6.1475,prefrontal_cortex,42
EIF2AK1,Light,Brain - Cortex,42.93,prefrontal_cortex,87
EIF2AK2,Light,Brain - Cortex,7.683,prefrontal_cortex,48
EIF2AK3,Light,Brain - Cortex,3.8975,prefrontal_cortex,32
EIF2AK4,Light,Brain - Cortex,9.24,prefrontal_cortex,54
EPHA1,Light,Brain - Cortex,0.5411,prefrontal_cortex,10
EPHA2,Light,Brain - Cortex,2.4535,prefrontal_cortex,26
EPHA3,Light,Brain - Cortex,1.367,prefrontal_cortex,18
EPHA4,Light,Brain - Cortex,24.155,prefrontal_cortex,78
EPHA5,Light,Brain - Cortex,2.646,prefrontal_cortex,27
EPHA6,Light,Brain - Cortex,0.61595,prefrontal_cortex,11
EPHA7,Light,Brain - Cortex,1.805,prefrontal_cortex,22
EPHA8,Light,Brain - Cortex,0.9474,prefrontal_cortex,14.000000000000002
EPHA10,Light,Brain - Cortex,9.585,prefrontal_cortex,54
EPHB1,Light,Brain - Cortex,6.9385,prefrontal_cortex,45
EPHB2,Light,Brain - Cortex,4.2855,prefrontal_cortex,34
EPHB3,Light,Brain - Cortex,5.1895,prefrontal_cortex,39
EPHB4,Light,Brain - Cortex,3.556,prefrontal_cortex,30
EPHB6,Light,Brain - Cortex,142.1,prefrontal_cortex,99
ERBB2,Light,Brain - Cortex,6.464,prefrontal_cortex,43
ERBB3,Light,Brain - Cortex,7.5055,prefrontal_cortex,47
ERBB4,Light,Brain - Cortex,5.626,prefrontal_cortex,40
ERN1,Light,Brain - Cortex,1.077,prefrontal_cortex,16
ERN2,Dark,Brain - Cortex,0.0359,prefrontal_cortex,3
FASTK,Light,Brain - Cortex,56.305,prefrontal_cortex,91
FASTKD1,Light,Brain - Cortex,8.0965,prefrontal_cortex,50
FASTKD2,Light,Brain - Cortex,7.1345,prefrontal_cortex,46
FASTKD3,Light,Brain - Cortex,4.157,prefrontal_cortex,33
FASTKD5,Light,Brain - Cortex,8.7775,prefrontal_cortex,51
FER,Light,Brain - Cortex,2.441,prefrontal_cortex,25
FES,Light,Brain - Cortex,6.8225,prefrontal_cortex,45
FGFR1,Light,Brain - Cortex,16.63,prefrontal_cortex,70
FGFR2,Light,Brain - Cortex,21.585,prefrontal_cortex,76
FGFR3,Light,Brain - Cortex,108.4,prefrontal_cortex,98
FGFR4,Light,Brain - Cortex,1.2635,prefrontal_cortex,18
FGR,Light,Brain - Cortex,5.0935,prefrontal_cortex,38
FLT1,Light,Brain - Cortex,7.683,prefrontal_cortex,48
FLT3,Light,Brain - Cortex,1.0245,prefrontal_cortex,16
FLT4,Light,Brain - Cortex,2.025,prefrontal_cortex,23
FRK,Light,Brain - Cortex,0.2357,prefrontal_cortex,8
FYN,Light,Brain - Cortex,49.905,prefrontal_cortex,90
GAK,Light,Brain - Cortex,31.865,prefrontal_cortex,83
GCK,Light,Brain - Cortex,2.4755,prefrontal_cortex,26
GRK1,Light,Brain - Cortex,0.1074,prefrontal_cortex,6
GRK4,Light,Brain - Cortex,4.408,prefrontal_cortex,34
GRK5,Light,Brain - Cortex,12.205,prefrontal_cortex,61
GRK6,Light,Brain - Cortex,17.57,prefrontal_cortex,72
GRK7,Light,Brain - Cortex,0.040835,prefrontal_cortex,3
GSK3A,Light,Brain - Cortex,82.715,prefrontal_cortex,95
GSK3B,Light,Brain - Cortex,15.65,prefrontal_cortex,69
GTF2F1,Light,Brain - Cortex,63.29,prefrontal_cortex,92
GUCY2C,Light,Brain - Cortex,0.088115,prefrontal_cortex,5
GUCY2D,Light,Brain - Cortex,0.1599,prefrontal_cortex,7.000000000000001
GUCY2F,Light,Brain - Cortex,0,prefrontal_cortex,0
HCK,Light,Brain - Cortex,1.978,prefrontal_cortex,22
HIPK1,Dark,Brain - Cortex,13.33,prefrontal_cortex,63
HIPK2,Light,Brain - Cortex,38.81,prefrontal_cortex,86
HIPK3,Dark,Brain - Cortex,8.0315,prefrontal_cortex,50
HIPK4,Dark,Brain - Cortex,8.8,prefrontal_cortex,52
HK1,Light,Brain - Cortex,84.455,prefrontal_cortex,96
HK2,Light,Brain - Cortex,0.94095,prefrontal_cortex,14.000000000000002
HK3,Light,Brain - Cortex,0.8142,prefrontal_cortex,13
HKDC1,Light,Brain - Cortex,0.7215,prefrontal_cortex,12
HSPB8,Light,Brain - Cortex,94.035,prefrontal_cortex,97
HUNK,Light,Brain - Cortex,3.545,prefrontal_cortex,30
ICK,Dark,Brain - Cortex,4.7395,prefrontal_cortex,37
IGF1R,Light,Brain - Cortex,8.7855,prefrontal_cortex,52
IKBKB,Light,Brain - Cortex,9.7375,prefrontal_cortex,55.00000000000001
IKBKE,Light,Brain - Cortex,1.0605,prefrontal_cortex,16
ILK,Light,Brain - Cortex,45.14,prefrontal_cortex,88
INSR,Light,Brain - Cortex,9.2185,prefrontal_cortex,54
INSRR,Light,Brain - Cortex,0.049295,prefrontal_cortex,4
IRAK1,Light,Brain - Cortex,33.96,prefrontal_cortex,84
IRAK2,Light,Brain - Cortex,2.6515,prefrontal_cortex,27
IRAK3,Light,Brain - Cortex,1.3635,prefrontal_cortex,18
IRAK4,Light,Brain - Cortex,2.4025,prefrontal_cortex,25
ITK,Light,Brain - Cortex,0.10875,prefrontal_cortex,6
JAK1,Light,Brain - Cortex,26.875,prefrontal_cortex,80
JAK2,Light,Brain - Cortex,4.0675,prefrontal_cortex,33
JAK3,Light,Brain - Cortex,5.1845,prefrontal_cortex,39
KALRN,Light,Brain - Cortex,19.585,prefrontal_cortex,73
KDR,Light,Brain - Cortex,2.2545,prefrontal_cortex,24
KIT,Light,Brain - Cortex,6.327,prefrontal_cortex,43
KSR1,Light,Brain - Cortex,10.17,prefrontal_cortex,56.00000000000001
KSR2,Light,Brain - Cortex,4.431,prefrontal_cortex,35
LATS1,Light,Brain - Cortex,4.675,prefrontal_cortex,36
LATS2,Light,Brain - Cortex,1.6975,prefrontal_cortex,21
LCK,Light,Brain - Cortex,0.1365,prefrontal_cortex,7.000000000000001
LIMK1,Light,Brain - Cortex,95.695,prefrontal_cortex,97
LIMK2,Light,Brain - Cortex,11.225,prefrontal_cortex,59
LMTK2,Dark,Brain - Cortex,21.055,prefrontal_cortex,75
LMTK3,Dark,Brain - Cortex,50.475,prefrontal_cortex,90
LRRK1,Dark,Brain - Cortex,5.046,prefrontal_cortex,37
LRRK2,Light,Brain - Cortex,4.484,prefrontal_cortex,35
LTK,Dark,Brain - Cortex,4.606,prefrontal_cortex,35
LYN,Light,Brain - Cortex,5.085,prefrontal_cortex,38
MAK,Light,Brain - Cortex,0.10685,prefrontal_cortex,6
MAP2K1,Light,Brain - Cortex,43.915,prefrontal_cortex,88
MAP2K2,Light,Brain - Cortex,100.45,prefrontal_cortex,97
MAP2K3,Light,Brain - Cortex,9.0575,prefrontal_cortex,53
MAP2K4,Light,Brain - Cortex,42.01,prefrontal_cortex,87
MAP2K5,Light,Brain - Cortex,13.77,prefrontal_cortex,65
MAP2K6,Light,Brain - Cortex,1.1805,prefrontal_cortex,17
MAP2K7,Light,Brain - Cortex,22.68,prefrontal_cortex,77
MAP3K1,Light,Brain - Cortex,2.13,prefrontal_cortex,23
MAP3K2,Light,Brain - Cortex,4.305,prefrontal_cortex,34
MAP3K3,Light,Brain - Cortex,10.65,prefrontal_cortex,57.99999999999999
MAP3K4,Light,Brain - Cortex,11.07,prefrontal_cortex,59
MAP3K5,Light,Brain - Cortex,20.2,prefrontal_cortex,74
MAP3K6,Light,Brain - Cortex,9.4525,prefrontal_cortex,54
MAP3K7,Light,Brain - Cortex,10.075,prefrontal_cortex,56.00000000000001
MAP3K8,Light,Brain - Cortex,2.6265,prefrontal_cortex,27
MAP3K9,Light,Brain - Cortex,11.29,prefrontal_cortex,59
MAP3K10,Dark,Brain - Cortex,118.8,prefrontal_cortex,98
MAP3K11,Light,Brain - Cortex,20.11,prefrontal_cortex,74
MAP3K12,Light,Brain - Cortex,41.835,prefrontal_cortex,87
MAP3K13,Light,Brain - Cortex,6.3465,prefrontal_cortex,43
MAP3K14,Dark,Brain - Cortex,5.3415,prefrontal_cortex,39
MAP3K15,Dark,Brain - Cortex,0.081715,prefrontal_cortex,5
MAP3K19,Light,Brain - Cortex,0.072365,prefrontal_cortex,5
MAP4K1,Light,Brain - Cortex,1.605,prefrontal_cortex,20
MAP4K2,Light,Brain - Cortex,21.315,prefrontal_cortex,76
MAP4K3,Light,Brain - Cortex,11.07,prefrontal_cortex,59
MAP4K4,Light,Brain - Cortex,39.02,prefrontal_cortex,86
MAP4K5,Light,Brain - Cortex,16.75,prefrontal_cortex,71
MAPK1,Light,Brain - Cortex,32.4,prefrontal_cortex,83
MAPK3,Light,Brain - Cortex,121.7,prefrontal_cortex,99
MAPK4,Dark,Brain - Cortex,29.445,prefrontal_cortex,81
MAPK6,Light,Brain - Cortex,11.365,prefrontal_cortex,59
MAPK7,Light,Brain - Cortex,7.201,prefrontal_cortex,46
MAPK8,Light,Brain - Cortex,9.8775,prefrontal_cortex,55.00000000000001
MAPK9,Light,Brain - Cortex,36.055,prefrontal_cortex,84
MAPK10,Light,Brain - Cortex,38.305,prefrontal_cortex,86
MAPK11,Light,Brain - Cortex,71.54,prefrontal_cortex,93
MAPK12,Light,Brain - Cortex,14.24,prefrontal_cortex,66
MAPK13,Light,Brain - Cortex,7.395,prefrontal_cortex,47
MAPK14,Light,Brain - Cortex,11.865,prefrontal_cortex,60
MAPK15,Dark,Brain - Cortex,2.3105,prefrontal_cortex,24
MAPKAPK2,Light,Brain - Cortex,14.82,prefrontal_cortex,67
MAPKAPK3,Light,Brain - Cortex,9.702,prefrontal_cortex,55.00000000000001
MAPKAPK5,Light,Brain - Cortex,13.84,prefrontal_cortex,65
MARK1,Dark,Brain - Cortex,9.7675,prefrontal_cortex,55.00000000000001
MARK2,Light,Brain - Cortex,20.74,prefrontal_cortex,75
MARK3,Dark,Brain - Cortex,31.265,prefrontal_cortex,82
MARK4,Dark,Brain - Cortex,31.69,prefrontal_cortex,83
MAST1,Light,Brain - Cortex,73.965,prefrontal_cortex,93
MAST2,Dark,Brain - Cortex,18.05,prefrontal_cortex,72
MAST3,Dark,Brain - Cortex,84.68,prefrontal_cortex,96
MAST4,Dark,Brain - Cortex,6.5735,prefrontal_cortex,44
MASTL,Light,Brain - Cortex,2.7885,prefrontal_cortex,28.000000000000004
MATK,Light,Brain - Cortex,33.7,prefrontal_cortex,84
MELK,Light,Brain - Cortex,0.03876,prefrontal_cortex,3
MERTK,Light,Brain - Cortex,13.475,prefrontal_cortex,64
MET,Light,Brain - Cortex,3.564,prefrontal_cortex,30
MINK1,Light,Brain - Cortex,89.39,prefrontal_cortex,97
MKNK1,Dark,Brain - Cortex,17.265,prefrontal_cortex,71
MKNK2,Dark,Brain - Cortex,32.425,prefrontal_cortex,83
MLKL,Light,Brain - Cortex,2.5525,prefrontal_cortex,27
MOK,Light,Brain - Cortex,8.973,prefrontal_cortex,53
MOS,Light,Brain - Cortex,0,prefrontal_cortex,0
MST1R,Light,Brain - Cortex,0.5962,prefrontal_cortex,11
MTOR,Light,Brain - Cortex,14.115,prefrontal_cortex,66
MUSK,Light,Brain - Cortex,0.03253,prefrontal_cortex,2
MYLK,Light,Brain - Cortex,6.3775,prefrontal_cortex,43
MYLK2,Light,Brain - Cortex,1.535,prefrontal_cortex,20
MYLK3,Light,Brain - Cortex,0.16435,prefrontal_cortex,8
MYLK4,Light,Brain - Cortex,0.9999,prefrontal_cortex,15
MYO3A,Light,Brain - Cortex,0.056305,prefrontal_cortex,4
MYO3B,Light,Brain - Cortex,0.046455,prefrontal_cortex,3
NEK1,Dark,Brain - Cortex,7.1885,prefrontal_cortex,46
NEK2,Light,Brain - Cortex,0.63205,prefrontal_cortex,11
NEK3,Dark,Brain - Cortex,5.6515,prefrontal_cortex,41
NEK4,Dark,Brain - Cortex,8.9685,prefrontal_cortex,53
NEK5,Dark,Brain - Cortex,0.33385,prefrontal_cortex,9
NEK6,Dark,Brain - Cortex,16.82,prefrontal_cortex,71
NEK7,Dark,Brain - Cortex,11.435,prefrontal_cortex,60
NEK8,Dark,Brain - Cortex,1.318,prefrontal_cortex,18
NEK9,Dark,Brain - Cortex,20.575,prefrontal_cortex,75
NEK10,Dark,Brain - Cortex,1.2625,prefrontal_cortex,18
NEK11,Dark,Brain - Cortex,5.8745,prefrontal_cortex,41
NLK,Light,Brain - Cortex,46.74,prefrontal_cortex,89
NPR1,Light,Brain - Cortex,0.9476,prefrontal_cortex,15
NPR2,Light,Brain - Cortex,12.775,prefrontal_cortex,61
NRBP1,Light,Brain - Cortex,42.18,prefrontal_cortex,87
NRBP2,Dark,Brain - Cortex,79.465,prefrontal_cortex,95
NRK,Dark,Brain - Cortex,0.0229,prefrontal_cortex,2
NTRK1,Light,Brain - Cortex,0.38775,prefrontal_cortex,10
NTRK2,Light,Brain - Cortex,79.785,prefrontal_cortex,95
NTRK3,Light,Brain - Cortex,14.015,prefrontal_cortex,66
NUAK1,Light,Brain - Cortex,32.81,prefrontal_cortex,83
NUAK2,Dark,Brain - Cortex,0.6778,prefrontal_cortex,12
OBSCN,Dark,Brain - Cortex,2.2085,prefrontal_cortex,24
OXSR1,Light,Brain - Cortex,8.846,prefrontal_cortex,52
PAK1,Light,Brain - Cortex,120.65,prefrontal_cortex,98
PAK2,Light,Brain - Cortex,11.715,prefrontal_cortex,60
PAK3,Dark,Brain - Cortex,13.025,prefrontal_cortex,62
PAK4,Light,Brain - Cortex,7.3685,prefrontal_cortex,46
PAK6,Dark,Brain - Cortex,28.91,prefrontal_cortex,80
PAN3,Dark,Brain - Cortex,6.5975,prefrontal_cortex,44
PASK,Light,Brain - Cortex,4.6505,prefrontal_cortex,36
PBK,Light,Brain - Cortex,0.05416,prefrontal_cortex,4
PDGFRA,Light,Brain - Cortex,7.6885,prefrontal_cortex,48
PDGFRB,Light,Brain - Cortex,23.225,prefrontal_cortex,77
PDIK1L,Dark,Brain - Cortex,3.8265,prefrontal_cortex,31
PDK1,Light,Brain - Cortex,1.086,prefrontal_cortex,16
PDK2,Light,Brain - Cortex,48.04,prefrontal_cortex,89
PDK3,Light,Brain - Cortex,1.9265,prefrontal_cortex,22
PDK4,Light,Brain - Cortex,18.63,prefrontal_cortex,73
PDPK1,Light,Brain - Cortex,17.82,prefrontal_cortex,72
PEAK1,Light,Brain - Cortex,7.585,prefrontal_cortex,48
PHKG1,Dark,Brain - Cortex,7.218,prefrontal_cortex,46
PHKG2,Dark,Brain - Cortex,13.525,prefrontal_cortex,64
PI4K2A,Light,Brain - Cortex,29.94,prefrontal_cortex,82
PI4K2B,Light,Brain - Cortex,1.455,prefrontal_cortex,19
PI4KA,Dark,Brain - Cortex,124.45,prefrontal_cortex,99
PI4KAP2,Light,Brain - Cortex,14.735,prefrontal_cortex,67
PI4KB,Light,Brain - Cortex,36.79,prefrontal_cortex,85
PIK3C2A,Light,Brain - Cortex,10.615,prefrontal_cortex,56.99999999999999
PIK3C2B,Dark,Brain - Cortex,6.548,prefrontal_cortex,44
PIK3C2G,Dark,Brain - Cortex,0.067005,prefrontal_cortex,4
PIK3C3,Light,Brain - Cortex,5.4435,prefrontal_cortex,40
PIK3CA,Light,Brain - Cortex,5.1345,prefrontal_cortex,38
PIK3CB,Light,Brain - Cortex,16.28,prefrontal_cortex,69
PIK3CD,Light,Brain - Cortex,7.921,prefrontal_cortex,50
