symbol,class,tissue_type,TPM,organ,kinase_percentile
TAOK2,Dark,Esophagus - Gastroesophageal Junction,29.21,esophagus,78
TAOK3,Light,Esophagus - Gastroesophageal Junction,15.305,esophagus,60
TBCK,Dark,Esophagus - Gastroesophageal Junction,5.993,esophagus,36
TBK1,Light,Esophagus - Gastroesophageal Junction,17.84,esophagus,64
TBRG4,Light,Esophagus - Gastroesophageal Junction,37.77,esophagus,85
TEC,Light,Esophagus - Gastroesophageal Junction,1.7055,esophagus,21
TEK,Light,Esophagus - Gastroesophageal Junction,9.906,esophagus,48
TESK1,Dark,Esophagus - Gastroesophageal Junction,57.745,esophagus,92
TESK2,Dark,Esophagus - Gastroesophageal Junction,6.646,esophagus,38
TEX14,Light,Esophagus - Gastroesophageal Junction,0.2574,esophagus,10
TGFBR1,Light,Esophagus - Gastroesophageal Junction,18.92,esophagus,67
TGFBR2,Light,Esophagus - Gastroesophageal Junction,166.7,esophagus,99
TIE1,Light,Esophagus - Gastroesophageal Junction,17.425,esophagus,63
TLK1,Dark,Esophagus - Gastroesophageal Junction,21.335,esophagus,71
TLK2,Dark,Esophagus - Gastroesophageal Junction,14.96,esophagus,59
TNIK,Light,Esophagus - Gastroesophageal Junction,13.875,esophagus,56.00000000000001
TNK1,Light,Esophagus - Gastroesophageal Junction,5.2745,esophagus,34
TNK2,Light,Esophagus - Gastroesophageal Junction,36.575,esophagus,84
TNNI3K,Light,Esophagus - Gastroesophageal Junction,2.945,esophagus,27
TP53RK,Dark,Esophagus - Gastroesophageal Junction,11.15,esophagus,50
TRIB1,Light,Esophagus - Gastroesophageal Junction,9.686,esophagus,47
TRIB2,Light,Esophagus - Gastroesophageal Junction,24.87,esophagus,75
TRIB3,Light,Esophagus - Gastroesophageal Junction,2.929,esophagus,26
TRIM24,Light,Esophagus - Gastroesophageal Junction,4.996,esophagus,33
TRIM28,Light,Esophagus - Gastroesophageal Junction,166.4,esophagus,99
TRIM33,Light,Esophagus - Gastroesophageal Junction,14.44,esophagus,57.99999999999999
TRIM66,Light,Esophagus - Gastroesophageal Junction,6.322,esophagus,36
TRIO,Light,Esophagus - Gastroesophageal Junction,29.495,esophagus,79
TRPM6,Light,Esophagus - Gastroesophageal Junction,0.31775,esophagus,11
TRPM7,Light,Esophagus - Gastroesophageal Junction,15.135,esophagus,59
TRRAP,Light,Esophagus - Gastroesophageal Junction,13,esophagus,55.00000000000001
TSSK1B,Dark,Esophagus - Gastroesophageal Junction,0,esophagus,0
TSSK3,Dark,Esophagus - Gastroesophageal Junction,8.6325,esophagus,44
TSSK4,Dark,Esophagus - Gastroesophageal Junction,2.5155,esophagus,24
TSSK6,Dark,Esophagus - Gastroesophageal Junction,1.2825,esophagus,19
TTBK1,Dark,Esophagus - Gastroesophageal Junction,0.12275,esophagus,7.000000000000001
TTBK2,Dark,Esophagus - Gastroesophageal Junction,8.7345,esophagus,44
TTK,Light,Esophagus - Gastroesophageal Junction,0.093865,esophagus,5
TTN,Light,Esophagus - Gastroesophageal Junction,0.74645,esophagus,15
TXK,Light,Esophagus - Gastroesophageal Junction,0.319,esophagus,11
TYK2,Light,Esophagus - Gastroesophageal Junction,30.565,esophagus,80
TYRO3,Light,Esophagus - Gastroesophageal Junction,5.0975,esophagus,33
UHMK1,Light,Esophagus - Gastroesophageal Junction,14.31,esophagus,56.99999999999999
ULK1,Light,Esophagus - Gastroesophageal Junction,59.455,esophagus,92
ULK2,Light,Esophagus - Gastroesophageal Junction,16.815,esophagus,63
ULK3,Light,Esophagus - Gastroesophageal Junction,38.05,esophagus,86
ULK4,Dark,Esophagus - Gastroesophageal Junction,1.733,esophagus,21
VRK1,Light,Esophagus - Gastroesophageal Junction,5.325,esophagus,34
VRK2,Dark,Esophagus - Gastroesophageal Junction,6.64,esophagus,37
VRK3,Dark,Esophagus - Gastroesophageal Junction,13.525,esophagus,56.00000000000001
WEE1,Light,Esophagus - Gastroesophageal Junction,19.1,esophagus,67
WEE2,Dark,Esophagus - Gastroesophageal Junction,0.064295,esophagus,5
WEE2-AS1,Light,Esophagus - Gastroesophageal Junction,0.59225,esophagus,14.000000000000002
WNK1,Light,Esophagus - Gastroesophageal Junction,36.33,esophagus,84
WNK2,Dark,Esophagus - Gastroesophageal Junction,24.59,esophagus,75
WNK3,Dark,Esophagus - Gastroesophageal Junction,0.74515,esophagus,15
WNK4,Light,Esophagus - Gastroesophageal Junction,2.2675,esophagus,24
YES1,Light,Esophagus - Gastroesophageal Junction,16.165,esophagus,61
ZAP70,Light,Esophagus - Gastroesophageal Junction,1.447,esophagus,20
AAK1,Light,Esophagus - Mucosa,1.098,esophagus,17
AATK,Light,Esophagus - Mucosa,2.382,esophagus,23
ABL1,Light,Esophagus - Mucosa,37.62,esophagus,85
ABL2,Light,Esophagus - Mucosa,3.031,esophagus,26
ABR,Light,Esophagus - Mucosa,52.61,esophagus,91
ACVR1,Light,Esophagus - Mucosa,9.55,esophagus,50
ACVR1B,Light,Esophagus - Mucosa,24.41,esophagus,77
ACVR1C,Light,Esophagus - Mucosa,0.1564,esophagus,7.000000000000001
ACVR2A,Light,Esophagus - Mucosa,8.474,esophagus,46
ACVR2B,Light,Esophagus - Mucosa,1.166,esophagus,18
ACVRL1,Light,Esophagus - Mucosa,10.62,esophagus,53
ADCK1,Dark,Esophagus - Mucosa,7.218,esophagus,42
ADCK2,Dark,Esophagus - Mucosa,23.82,esophagus,76
ADCK5,Dark,Esophagus - Mucosa,14.37,esophagus,60
ADPGK,Light,Esophagus - Mucosa,32.44,esophagus,83
AKT1,Light,Esophagus - Mucosa,42.25,esophagus,88
AKT2,Light,Esophagus - Mucosa,32.37,esophagus,83
AKT3,Light,Esophagus - Mucosa,4.756,esophagus,32
ALK,Light,Esophagus - Mucosa,0.06769,esophagus,5
ALPK1,Light,Esophagus - Mucosa,6.355,esophagus,39
ALPK2,Dark,Esophagus - Mucosa,0.08112,esophagus,6
ALPK3,Dark,Esophagus - Mucosa,3.323,esophagus,27
AMHR2,Light,Esophagus - Mucosa,0.1593,esophagus,7.000000000000001
ANKK1,Light,Esophagus - Mucosa,0.7461,esophagus,16
ARAF,Light,Esophagus - Mucosa,38.29,esophagus,85
ATM,Light,Esophagus - Mucosa,5.109,esophagus,33
ATR,Light,Esophagus - Mucosa,6.057,esophagus,38
AURKA,Light,Esophagus - Mucosa,6.733,esophagus,41
AURKB,Light,Esophagus - Mucosa,19.7,esophagus,70
AURKC,Light,Esophagus - Mucosa,1.571,esophagus,20
AXL,Light,Esophagus - Mucosa,11.2,esophagus,54
BAZ1A,Light,Esophagus - Mucosa,24.49,esophagus,77
BAZ1B,Light,Esophagus - Mucosa,24.55,esophagus,77
BCKDK,Dark,Esophagus - Mucosa,30.98,esophagus,82
BCR,Light,Esophagus - Mucosa,23.85,esophagus,76
BLK,Light,Esophagus - Mucosa,0.7274,esophagus,15
BLVRA,Light,Esophagus - Mucosa,75.63,esophagus,95
BMP2K,Light,Esophagus - Mucosa,8.239,esophagus,46
BMPR1A,Light,Esophagus - Mucosa,4.678,esophagus,31
BMPR1B,Light,Esophagus - Mucosa,0.1474,esophagus,6
BMPR2,Light,Esophagus - Mucosa,10.53,esophagus,52
BMX,Light,Esophagus - Mucosa,1.27,esophagus,19
BRAF,Light,Esophagus - Mucosa,7.38,esophagus,43
BRD2,Light,Esophagus - Mucosa,102.5,esophagus,97
BRD3,Light,Esophagus - Mucosa,9.786,esophagus,51
BRD4,Light,Esophagus - Mucosa,26.15,esophagus,78
BRDT,Light,Esophagus - Mucosa,0.006604,esophagus,2
BRSK1,Dark,Esophagus - Mucosa,1.623,esophagus,20
BRSK2,Dark,Esophagus - Mucosa,0.6885,esophagus,14.000000000000002
BTK,Light,Esophagus - Mucosa,1.809,esophagus,21
BUB1,Light,Esophagus - Mucosa,5.526,esophagus,35
BUB1B,Light,Esophagus - Mucosa,7.512,esophagus,44
CAMK1,Light,Esophagus - Mucosa,10.6,esophagus,53
CAMK1D,Dark,Esophagus - Mucosa,9.078,esophagus,49
CAMK1G,Dark,Esophagus - Mucosa,0.04386,esophagus,4
CAMK2A,Light,Esophagus - Mucosa,0.2098,esophagus,8
CAMK2B,Light,Esophagus - Mucosa,0.3387,esophagus,10
CAMK2D,Light,Esophagus - Mucosa,19.47,esophagus,70
CAMK2G,Light,Esophagus - Mucosa,23.03,esophagus,75
CAMK4,Light,Esophagus - Mucosa,0.4365,esophagus,12
CAMKK1,Dark,Esophagus - Mucosa,8.099,esophagus,45
CAMKK2,Dark,Esophagus - Mucosa,16.21,esophagus,65
CAMKV,Dark,Esophagus - Mucosa,0.03842,esophagus,3
CASK,Light,Esophagus - Mucosa,6.928,esophagus,41
CDC7,Light,Esophagus - Mucosa,4.746,esophagus,32
CDC42BPA,Dark,Esophagus - Mucosa,5.99,esophagus,37
CDC42BPB,Dark,Esophagus - Mucosa,57.53,esophagus,92
CDC42BPG,Dark,Esophagus - Mucosa,44.69,esophagus,89
CDK1,Light,Esophagus - Mucosa,21.42,esophagus,73
CDK2,Light,Esophagus - Mucosa,17.66,esophagus,67
CDK3,Light,Esophagus - Mucosa,15.04,esophagus,61
CDK4,Light,Esophagus - Mucosa,46.16,esophagus,90
CDK5,Light,Esophagus - Mucosa,15.1,esophagus,62
CDK6,Light,Esophagus - Mucosa,5.962,esophagus,37
CDK7,Light,Esophagus - Mucosa,41.29,esophagus,87
CDK8,Light,Esophagus - Mucosa,10.35,esophagus,52
CDK9,Light,Esophagus - Mucosa,47.88,esophagus,90
CDK10,Dark,Esophagus - Mucosa,29.4,esophagus,80
CDK11A,Dark,Esophagus - Mucosa,19.43,esophagus,70
CDK11B,Dark,Esophagus - Mucosa,17.98,esophagus,67
CDK12,Dark,Esophagus - Mucosa,13.08,esophagus,57.99999999999999
CDK13,Dark,Esophagus - Mucosa,19.17,esophagus,69
CDK14,Dark,Esophagus - Mucosa,1.213,esophagus,19
CDK15,Dark,Esophagus - Mucosa,0.3304,esophagus,10
CDK16,Dark,Esophagus - Mucosa,51.42,esophagus,91
CDK17,Dark,Esophagus - Mucosa,10.19,esophagus,51
CDK18,Dark,Esophagus - Mucosa,5.523,esophagus,35
CDK19,Dark,Esophagus - Mucosa,10.67,esophagus,53
CDK20,Dark,Esophagus - Mucosa,4.774,esophagus,32
CDKL1,Dark,Esophagus - Mucosa,1.66,esophagus,21
CDKL2,Dark,Esophagus - Mucosa,0.3902,esophagus,12
CDKL3,Dark,Esophagus - Mucosa,0.5773,esophagus,14.000000000000002
CDKL4,Dark,Esophagus - Mucosa,0.03718,esophagus,3
CDKL5,Dark,Esophagus - Mucosa,1.897,esophagus,22
CHEK1,Light,Esophagus - Mucosa,4.011,esophagus,28.999999999999996
CHEK2,Light,Esophagus - Mucosa,6.73,esophagus,41
CHUK,Light,Esophagus - Mucosa,7.35,esophagus,43
CIT,Light,Esophagus - Mucosa,4.355,esophagus,31
CKB,Light,Esophagus - Mucosa,84.97,esophagus,95
CKM,Light,Esophagus - Mucosa,2.742,esophagus,24
CKMT1A,Light,Esophagus - Mucosa,17.18,esophagus,66
CKMT1B,Light,Esophagus - Mucosa,18.93,esophagus,69
CKMT2,Light,Esophagus - Mucosa,0.9795,esophagus,16
CLK1,Light,Esophagus - Mucosa,102,esophagus,97
CLK2,Light,Esophagus - Mucosa,40.53,esophagus,86
CLK3,Dark,Esophagus - Mucosa,18.07,esophagus,68
CLK4,Dark,Esophagus - Mucosa,12.99,esophagus,57.99999999999999
COL4A3BP,Light,Esophagus - Mucosa,21.49,esophagus,73
CSF1R,Light,Esophagus - Mucosa,7.644,esophagus,44
CSK,Light,Esophagus - Mucosa,101.7,esophagus,97
CSNK1A1,Light,Esophagus - Mucosa,75.26,esophagus,94
CSNK1A1L,Dark,Esophagus - Mucosa,0,esophagus,0
CSNK1D,Light,Esophagus - Mucosa,68.66,esophagus,94
CSNK1E,Light,Esophagus - Mucosa,47.17,esophagus,90
CSNK1G1,Dark,Esophagus - Mucosa,9.341,esophagus,50
CSNK1G2,Dark,Esophagus - Mucosa,51.6,esophagus,91
CSNK1G3,Dark,Esophagus - Mucosa,11.27,esophagus,54
CSNK2A1,Light,Esophagus - Mucosa,38.73,esophagus,86
CSNK2A2,Dark,Esophagus - Mucosa,20.91,esophagus,72
CSNK2A3,Dark,Esophagus - Mucosa,0.2684,esophagus,9
DAPK1,Light,Esophagus - Mucosa,3.151,esophagus,26
DAPK2,Light,Esophagus - Mucosa,3.175,esophagus,26
DAPK3,Light,Esophagus - Mucosa,31.67,esophagus,82
DCLK1,Light,Esophagus - Mucosa,1.192,esophagus,18
DCLK2,Light,Esophagus - Mucosa,1.597,esophagus,20
DCLK3,Dark,Esophagus - Mucosa,0.0549,esophagus,4
DDR1,Light,Esophagus - Mucosa,103.4,esophagus,98
DDR2,Light,Esophagus - Mucosa,9.808,esophagus,51
DGKA,Light,Esophagus - Mucosa,106.6,esophagus,98
DGKB,Light,Esophagus - Mucosa,0.0669,esophagus,5
DGKD,Light,Esophagus - Mucosa,5.59,esophagus,36
DGKE,Light,Esophagus - Mucosa,3.098,esophagus,26
DGKG,Light,Esophagus - Mucosa,1.758,esophagus,21
DGKH,Light,Esophagus - Mucosa,5.178,esophagus,34
DGKI,Light,Esophagus - Mucosa,0.05661,esophagus,5
DGKK,Light,Esophagus - Mucosa,0,esophagus,0
DGKQ,Light,Esophagus - Mucosa,16.16,esophagus,65
DGKZ,Light,Esophagus - Mucosa,21.25,esophagus,72
DMPK,Light,Esophagus - Mucosa,39.67,esophagus,86
DSTYK,Dark,Esophagus - Mucosa,8.923,esophagus,48
DYRK1A,Light,Esophagus - Mucosa,15.68,esophagus,64
DYRK1B,Dark,Esophagus - Mucosa,13.34,esophagus,57.99999999999999
DYRK2,Dark,Esophagus - Mucosa,7.376,esophagus,43
DYRK3,Dark,Esophagus - Mucosa,1.302,esophagus,19
DYRK4,Dark,Esophagus - Mucosa,5.333,esophagus,34
EEF2K,Dark,Esophagus - Mucosa,14.51,esophagus,60
EGFR,Light,Esophagus - Mucosa,29.56,esophagus,81
EIF2AK1,Light,Esophagus - Mucosa,49.38,esophagus,91
EIF2AK2,Light,Esophagus - Mucosa,7.218,esophagus,42
EIF2AK3,Light,Esophagus - Mucosa,10.24,esophagus,52
EIF2AK4,Light,Esophagus - Mucosa,10.16,esophagus,51
EPHA1,Light,Esophagus - Mucosa,95.48,esophagus,96
EPHA2,Light,Esophagus - Mucosa,207.2,esophagus,100
EPHA3,Light,Esophagus - Mucosa,0.9865,esophagus,16
EPHA4,Light,Esophagus - Mucosa,4.942,esophagus,33
EPHA5,Light,Esophagus - Mucosa,0.0141,esophagus,2
EPHA6,Light,Esophagus - Mucosa,0.2405,esophagus,9
EPHA7,Light,Esophagus - Mucosa,0.1717,esophagus,7.000000000000001
EPHA8,Light,Esophagus - Mucosa,0.02234,esophagus,2
EPHA10,Light,Esophagus - Mucosa,0.433,esophagus,12
EPHB1,Light,Esophagus - Mucosa,0.1829,esophagus,8
EPHB2,Light,Esophagus - Mucosa,0.4067,esophagus,12
EPHB3,Light,Esophagus - Mucosa,45.99,esophagus,90
EPHB4,Light,Esophagus - Mucosa,37.33,esophagus,84
EPHB6,Light,Esophagus - Mucosa,27.1,esophagus,78
ERBB2,Light,Esophagus - Mucosa,112.1,esophagus,98
ERBB3,Light,Esophagus - Mucosa,63.08,esophagus,93
ERBB4,Light,Esophagus - Mucosa,0.03684,esophagus,3
ERN1,Light,Esophagus - Mucosa,8.942,esophagus,48
ERN2,Dark,Esophagus - Mucosa,0.09705,esophagus,6
FASTK,Light,Esophagus - Mucosa,68.9,esophagus,94
FASTKD1,Light,Esophagus - Mucosa,14.27,esophagus,60
FASTKD2,Light,Esophagus - Mucosa,21.86,esophagus,73
FASTKD3,Light,Esophagus - Mucosa,5.587,esophagus,35
FASTKD5,Light,Esophagus - Mucosa,15.64,esophagus,64
FER,Light,Esophagus - Mucosa,4.028,esophagus,28.999999999999996
FES,Light,Esophagus - Mucosa,6.384,esophagus,39
FGFR1,Light,Esophagus - Mucosa,18.05,esophagus,68
FGFR2,Light,Esophagus - Mucosa,14.99,esophagus,61
FGFR3,Light,Esophagus - Mucosa,199.6,esophagus,99
FGFR4,Light,Esophagus - Mucosa,3.491,esophagus,27
FGR,Light,Esophagus - Mucosa,5.317,esophagus,34
FLT1,Light,Esophagus - Mucosa,3.477,esophagus,27
FLT3,Light,Esophagus - Mucosa,0.4306,esophagus,12
FLT4,Light,Esophagus - Mucosa,5.92,esophagus,37
FRK,Light,Esophagus - Mucosa,4.695,esophagus,31
FYN,Light,Esophagus - Mucosa,8.018,esophagus,44
GAK,Light,Esophagus - Mucosa,49.9,esophagus,91
GCK,Light,Esophagus - Mucosa,0.2372,esophagus,8
GRK1,Light,Esophagus - Mucosa,0,esophagus,0
GRK4,Light,Esophagus - Mucosa,1.327,esophagus,19
GRK5,Light,Esophagus - Mucosa,14.99,esophagus,61
GRK6,Light,Esophagus - Mucosa,22.66,esophagus,74
GRK7,Light,Esophagus - Mucosa,0.04029,esophagus,3
GSK3A,Light,Esophagus - Mucosa,37.66,esophagus,85
GSK3B,Light,Esophagus - Mucosa,15.97,esophagus,64
GTF2F1,Light,Esophagus - Mucosa,62.69,esophagus,93
GUCY2C,Light,Esophagus - Mucosa,0.681,esophagus,14.000000000000002
GUCY2D,Light,Esophagus - Mucosa,0.5674,esophagus,14.000000000000002
GUCY2F,Light,Esophagus - Mucosa,0,esophagus,0
HCK,Light,Esophagus - Mucosa,4.189,esophagus,30
HIPK1,Dark,Esophagus - Mucosa,23.84,esophagus,76
HIPK2,Light,Esophagus - Mucosa,12.71,esophagus,56.99999999999999
HIPK3,Dark,Esophagus - Mucosa,27.7,esophagus,79
HIPK4,Dark,Esophagus - Mucosa,0.1642,esophagus,7.000000000000001
HK1,Light,Esophagus - Mucosa,122.2,esophagus,99
HK2,Light,Esophagus - Mucosa,25.22,esophagus,78
HK3,Light,Esophagus - Mucosa,1.381,esophagus,20
HKDC1,Light,Esophagus - Mucosa,0.1482,esophagus,7.000000000000001
HSPB8,Light,Esophagus - Mucosa,118.2,esophagus,99
HUNK,Light,Esophagus - Mucosa,0.5176,esophagus,14.000000000000002
ICK,Dark,Esophagus - Mucosa,9.661,esophagus,50
IGF1R,Light,Esophagus - Mucosa,11.39,esophagus,55.00000000000001
IKBKB,Light,Esophagus - Mucosa,35.38,esophagus,84
IKBKE,Light,Esophagus - Mucosa,16.8,esophagus,66
ILK,Light,Esophagus - Mucosa,61.06,esophagus,93
INSR,Light,Esophagus - Mucosa,5.755,esophagus,36
INSRR,Light,Esophagus - Mucosa,0.0597,esophagus,5
IRAK1,Light,Esophagus - Mucosa,76.22,esophagus,95
IRAK2,Light,Esophagus - Mucosa,9.298,esophagus,49
IRAK3,Light,Esophagus - Mucosa,3.445,esophagus,27
IRAK4,Light,Esophagus - Mucosa,15.28,esophagus,62
ITK,Light,Esophagus - Mucosa,1.207,esophagus,18
JAK1,Light,Esophagus - Mucosa,42.67,esophagus,88
JAK2,Light,Esophagus - Mucosa,10.37,esophagus,52
JAK3,Light,Esophagus - Mucosa,4.096,esophagus,28.999999999999996
KALRN,Light,Esophagus - Mucosa,3.865,esophagus,28.000000000000004
KDR,Light,Esophagus - Mucosa,6.193,esophagus,38
KIT,Light,Esophagus - Mucosa,6.576,esophagus,40
KSR1,Light,Esophagus - Mucosa,20.8,esophagus,72
KSR2,Light,Esophagus - Mucosa,0.06256,esophagus,5
LATS1,Light,Esophagus - Mucosa,8.266,esophagus,46
LATS2,Light,Esophagus - Mucosa,10.5,esophagus,52
LCK,Light,Esophagus - Mucosa,2.794,esophagus,24
LIMK1,Light,Esophagus - Mucosa,13.68,esophagus,59
LIMK2,Light,Esophagus - Mucosa,65.51,esophagus,94
LMTK2,Dark,Esophagus - Mucosa,14.74,esophagus,61
LMTK3,Dark,Esophagus - Mucosa,6.52,esophagus,39
LRRK1,Dark,Esophagus - Mucosa,6.008,esophagus,37
LRRK2,Light,Esophagus - Mucosa,6.714,esophagus,41
LTK,Dark,Esophagus - Mucosa,0.5043,esophagus,13
LYN,Light,Esophagus - Mucosa,10.67,esophagus,53
MAK,Light,Esophagus - Mucosa,0.1856,esophagus,8
MAP2K1,Light,Esophagus - Mucosa,45.6,esophagus,89
MAP2K2,Light,Esophagus - Mucosa,98.66,esophagus,97
MAP2K3,Light,Esophagus - Mucosa,58.19,esophagus,92
MAP2K4,Light,Esophagus - Mucosa,26.1,esophagus,78
MAP2K5,Light,Esophagus - Mucosa,7.261,esophagus,42
MAP2K6,Light,Esophagus - Mucosa,1.931,esophagus,22
MAP2K7,Light,Esophagus - Mucosa,28.71,esophagus,80
MAP3K1,Light,Esophagus - Mucosa,18.04,esophagus,67
MAP3K2,Light,Esophagus - Mucosa,8.822,esophagus,47
MAP3K3,Light,Esophagus - Mucosa,18.4,esophagus,69
MAP3K4,Light,Esophagus - Mucosa,22.82,esophagus,75
MAP3K5,Light,Esophagus - Mucosa,15.29,esophagus,63
MAP3K6,Light,Esophagus - Mucosa,87.93,esophagus,95
MAP3K7,Light,Esophagus - Mucosa,12.61,esophagus,56.99999999999999
MAP3K8,Light,Esophagus - Mucosa,14.79,esophagus,61
MAP3K9,Light,Esophagus - Mucosa,11.33,esophagus,55.00000000000001
MAP3K10,Dark,Esophagus - Mucosa,8.682,esophagus,47
MAP3K11,Light,Esophagus - Mucosa,36.55,esophagus,84
MAP3K12,Light,Esophagus - Mucosa,8.08,esophagus,45
MAP3K13,Light,Esophagus - Mucosa,5.102,esophagus,33
MAP3K14,Dark,Esophagus - Mucosa,16.84,esophagus,66
MAP3K15,Dark,Esophagus - Mucosa,0.02244,esophagus,3
MAP3K19,Light,Esophagus - Mucosa,0.0166,esophagus,2
MAP4K1,Light,Esophagus - Mucosa,2.92,esophagus,25
MAP4K2,Light,Esophagus - Mucosa,7.051,esophagus,41
MAP4K3,Light,Esophagus - Mucosa,10.71,esophagus,54
MAP4K4,Light,Esophagus - Mucosa,32.23,esophagus,82
MAP4K5,Light,Esophagus - Mucosa,33.11,esophagus,83
MAPK1,Light,Esophagus - Mucosa,27.27,esophagus,79
MAPK3,Light,Esophagus - Mucosa,89.65,esophagus,96
MAPK4,Dark,Esophagus - Mucosa,0.5315,esophagus,14.000000000000002
MAPK6,Light,Esophagus - Mucosa,44.92,esophagus,89
MAPK7,Light,Esophagus - Mucosa,34.18,esophagus,84
MAPK8,Light,Esophagus - Mucosa,9.125,esophagus,49
MAPK9,Light,Esophagus - Mucosa,9.055,esophagus,48
MAPK10,Light,Esophagus - Mucosa,1.101,esophagus,17
MAPK11,Light,Esophagus - Mucosa,10.42,esophagus,52
MAPK12,Light,Esophagus - Mucosa,2.855,esophagus,24
MAPK13,Light,Esophagus - Mucosa,108.3,esophagus,98
MAPK14,Light,Esophagus - Mucosa,30.03,esophagus,81
MAPK15,Dark,Esophagus - Mucosa,3.343,esophagus,27
MAPKAPK2,Light,Esophagus - Mucosa,58.29,esophagus,93
MAPKAPK3,Light,Esophagus - Mucosa,45.7,esophagus,89
MAPKAPK5,Light,Esophagus - Mucosa,21.94,esophagus,73
MARK1,Dark,Esophagus - Mucosa,6.074,esophagus,38
MARK2,Light,Esophagus - Mucosa,56.16,esophagus,92
MARK3,Dark,Esophagus - Mucosa,41.34,esophagus,87
MARK4,Dark,Esophagus - Mucosa,15.23,esophagus,62
MAST1,Light,Esophagus - Mucosa,0.2931,esophagus,10
MAST2,Dark,Esophagus - Mucosa,15.89,esophagus,64
MAST3,Dark,Esophagus - Mucosa,4.71,esophagus,32
MAST4,Dark,Esophagus - Mucosa,30.97,esophagus,82
MASTL,Light,Esophagus - Mucosa,9.067,esophagus,49
MATK,Light,Esophagus - Mucosa,1.153,esophagus,18
MELK,Light,Esophagus - Mucosa,8.914,esophagus,48
MERTK,Light,Esophagus - Mucosa,6.113,esophagus,38
MET,Light,Esophagus - Mucosa,4.175,esophagus,30
MINK1,Light,Esophagus - Mucosa,153.4,esophagus,99
MKNK1,Dark,Esophagus - Mucosa,23.85,esophagus,76
MKNK2,Dark,Esophagus - Mucosa,277.7,esophagus,100
MLKL,Light,Esophagus - Mucosa,22.25,esophagus,74
MOK,Light,Esophagus - Mucosa,2.467,esophagus,23
MOS,Light,Esophagus - Mucosa,0,esophagus,0
MST1R,Light,Esophagus - Mucosa,15.14,esophagus,62
MTOR,Light,Esophagus - Mucosa,13.08,esophagus,57.99999999999999
MUSK,Light,Esophagus - Mucosa,0.7375,esophagus,15
MYLK,Light,Esophagus - Mucosa,22.2,esophagus,74
MYLK2,Light,Esophagus - Mucosa,0.15310000000000001,esophagus,7.000000000000001
MYLK3,Light,Esophagus - Mucosa,0.04373,esophagus,4
MYLK4,Light,Esophagus - Mucosa,1.455,esophagus,20
MYO3A,Light,Esophagus - Mucosa,0.34,esophagus,11
MYO3B,Light,Esophagus - Mucosa,0.2217,esophagus,8
NEK1,Dark,Esophagus - Mucosa,4.445,esophagus,31
NEK2,Light,Esophagus - Mucosa,4.548,esophagus,31
NEK3,Dark,Esophagus - Mucosa,4.184,esophagus,30
NEK4,Dark,Esophagus - Mucosa,7.734,esophagus,44
NEK5,Dark,Esophagus - Mucosa,0.09647,esophagus,6
NEK6,Dark,Esophagus - Mucosa,4.242,esophagus,30
NEK7,Dark,Esophagus - Mucosa,18.51,esophagus,69
NEK8,Dark,Esophagus - Mucosa,3.84,esophagus,28.000000000000004
NEK9,Dark,Esophagus - Mucosa,31.69,esophagus,82
NEK10,Dark,Esophagus - Mucosa,0.2469,esophagus,9
NEK11,Dark,Esophagus - Mucosa,1.827,esophagus,22
NLK,Light,Esophagus - Mucosa,5.256,esophagus,34
NPR1,Light,Esophagus - Mucosa,6.199,esophagus,39
NPR2,Light,Esophagus - Mucosa,4.992,esophagus,33
NRBP1,Light,Esophagus - Mucosa,103.6,esophagus,98
NRBP2,Dark,Esophagus - Mucosa,37.34,esophagus,84
NRK,Dark,Esophagus - Mucosa,0.07846,esophagus,5
NTRK1,Light,Esophagus - Mucosa,0.3788,esophagus,11
NTRK2,Light,Esophagus - Mucosa,2.901,esophagus,25
NTRK3,Light,Esophagus - Mucosa,0.7139,esophagus,15
NUAK1,Light,Esophagus - Mucosa,3.277,esophagus,27
NUAK2,Dark,Esophagus - Mucosa,55.53,esophagus,92
OBSCN,Dark,Esophagus - Mucosa,4.102,esophagus,28.999999999999996
OXSR1,Light,Esophagus - Mucosa,41.9,esophagus,87
PAK1,Light,Esophagus - Mucosa,24.88,esophagus,77
PAK2,Light,Esophagus - Mucosa,28.44,esophagus,80
PAK3,Dark,Esophagus - Mucosa,0.2473,esophagus,9
PAK4,Light,Esophagus - Mucosa,22.12,esophagus,73
PAK6,Dark,Esophagus - Mucosa,23.06,esophagus,75
PAN3,Dark,Esophagus - Mucosa,16.65,esophagus,65
PASK,Light,Esophagus - Mucosa,5.707,esophagus,36
PBK,Light,Esophagus - Mucosa,8.884,esophagus,48
PDGFRA,Light,Esophagus - Mucosa,15.56,esophagus,63
PDGFRB,Light,Esophagus - Mucosa,29.65,esophagus,81
PDIK1L,Dark,Esophagus - Mucosa,6.663,esophagus,40
PDK1,Light,Esophagus - Mucosa,3.502,esophagus,28.000000000000004
PDK2,Light,Esophagus - Mucosa,15.32,esophagus,63
PDK3,Light,Esophagus - Mucosa,4.135,esophagus,28.999999999999996
PDK4,Light,Esophagus - Mucosa,38.73,esophagus,86
PDPK1,Light,Esophagus - Mucosa,13.02,esophagus,57.99999999999999
PEAK1,Light,Esophagus - Mucosa,5.872,esophagus,37
PHKG1,Dark,Esophagus - Mucosa,0.865,esophagus,16
PHKG2,Dark,Esophagus - Mucosa,12.19,esophagus,56.00000000000001
