Number_of_hits,Total_entries,Percentage_hits,Reagents,Entrez_Gene_ID,Gene,Author_provided_names_IDs
6,33,18.2,8,29948,OSGIN1,"ENSG00000140961, NM_013370, OKL38, OSGIN1"
6,25,24,4,54958,TMEM160,"FLJ20512, NM_017854, TMEM160, tmem160"
6,39,15.4,8,347853,TBX10,"2839, ENSG00000167800, NM_005995, SEPHS1, TBX10"
6,39,15.4,5,2786,GNG4,"ENSG00000168243, GNG4, NM_004485, RBBP8, gng4"
6,39,15.4,5,114884,OSBPL10,"ENSG00000144645, NM_017784, OSBPL10, osbpl10"
6,41,14.6,6,4924,NUCB1,"DAB2, ENSG00000104805, NM_006184, NUCB1"
6,41,14.6,5,9015,TAF1A,"ENSG00000143498, L39060, NM_005681, TAF1A"
6,23,26.1,4,10974,ADIRF,"C10ORF116, C10orf116, ENSG00000148671, NM_006829"
6,46,13,10,30011,SH3KBP1,"94010, ENSG00000147010, NM_031892, NM_031892.1, SH3KBP1"
6,41,14.6,7,10745,PHTF1,"ENSG00000116793, NM_006608, PHTF1"
6,35,17.1,5,53336,CPXCR1,"CPXCR1, ENSG00000147183, NM_033048"
6,34,17.6,3,136647,MPLKIP,"C7ORF11, C7orf11, ENSG00000168303, NM_138701"
6,35,17.1,4,84954,MPND,"ENSG00000008382, FLJ14981, MPND, NM_032868"
6,36,16.7,5,23556,PIGN,"ENSG00000197563, NM_012327, NM_176787.3, PIGN"
6,35,17.1,5,123920,CMTM3,"CKLFSF3, CMTM3, ENSG00000140931, NM_144601"
6,35,17.1,7,80034,CSRNP3,"CSRNP3, ENSG00000178662, FAM130A2, NM_024969, TAIP-2"
6,33,18.2,5,55005,RMND1,"C6ORF96, C6orf96, ENSG00000155906, NM_017909, RMND1"
6,40,15,5,2691,GHRH,"ANAPC4, ENSG00000118702, GHRH, NM_021081, NM_021081.3"
6,39,15.4,5,54477,PLEKHA5,"ENSG00000052126, NM_019012, PEPP2, PLEKHA5"
6,39,15.4,5,23230,VPS13A,"1100, CHAC, ENSG00000197969, NM_015186, NM_033305, PTPRN, VPS13A"
6,40,15,5,6433,SFSWAP,"ENSG00000061936, NM_004592, NM_152235, SFRS8, SFSWAP"
6,25,24,5,391723,HELT,"HELT, LOC391723, XM_373043"
6,45,13.3,4,1230,CCR1,"CCR1, ENSG00000163823, FURIN, NM_001295, NM_001295.2"
6,34,17.6,5,79083,MLPH,"8864, ENSG00000115648, MLPH, NM_024101, PER2, mlph"
6,35,17.1,6,51442,VGLL1,"ENSG00000102243, NM_016267, VGLL1"
6,35,17.1,4,140683,BPIFA2,"BPIFA2, C20ORF70, C20orf70, ENSG00000131050, NM_080574"
6,34,17.6,3,54732,TMED9,"ENSG00000184840, HSGP25L2G, NM_017510, P25, TMED9"
6,37,16.2,6,9957,HS3ST1,"ENSG00000002587, HS3ST1, NM_005114, NM_005114.2"
6,33,18.2,5,6351,CCL4,"3900, CCL4, ENSG00000129277, NM_002984, NM_002984.1, PHKB"
6,34,17.6,4,93664,CADPS2,"CADPS2, ENSG00000081803, NM_001009571, NM_017954"
6,33,18.2,3,79097,TRIM48,"ENSG00000150244, ENSG00000173827, NM_024114, TRIM48, TRIM48 human"
6,31,19.4,6,113402,SFT2D1,"C6ORF83, C6orf83, NM_145169, SFT2D1"
6,22,27.3,5,90011,KIR3DX1,"FLJ00060, KIR3DX1, XM_372747, kir3dx1"
6,33,18.2,5,221002,RASGEF1A,"ENSG00000198915, NM_145313, RASGEF1A, rasgef1a"
6,40,15,9,8515,ITGA10,"ENSG00000143127, ITGA10, NM_003637"
6,36,16.7,6,126353,MISP,"C19ORF21, C19orf21, ENSG00000099812, NM_173481"
6,38,15.8,4,114571,SLC22A9,"ENSG00000149742, NM_080866, SLC22A9"
6,35,17.1,7,23383,MAU2,"ENSG00000129933, KIAA0892, MAU2, NM_015329, NM_199163, XM_048457, XM_370870"
6,32,18.8,3,84239,ATP13A4,"ATP13A4, DKFZP761I1011, DKFZp761I1011, ENSG00000127249, NM_032279"
6,36,16.7,6,5281,PIGF,"ENSG00000151665, NM_002643, NM_173074, NM_173074.2, PIGF"
6,36,16.7,7,10542,LAMTOR5,"ENSG00000134248, HBXIP, NM_006402, NM_006402.2"
6,36,16.7,4,8292,COLQ,"COLQ, NM_005677, NM_080542, NM_080544"
6,33,18.2,5,79644,SRD5A3,"ENSG00000128039, FLJ13352, NM_024592, SRD5A2L, SRD5A3"
6,29,20.7,5,81850,KRTAP1-3,"728951, KRTAP1-3, NM_030966, krtap1-3"
6,21,28.6,5,391194,OR2M2,"LOC391194, NM_001004688, OR2M2, XM_372825"
6,39,15.4,5,10957,PNRC1,"ENSG00000146278, NM_006813, PNRC1, PROL2"
6,37,16.2,5,64780,MICAL1,"AK024500, ENSG00000135596, MICAL1, NICAL, NM_022765"
6,31,19.4,5,79570,NKAIN1,"ENSG00000084628, FAM77C, FLJ12650, NKAIN1, NM_024522"
6,17,35.3,4,100996634,C6orf183,"285754, 389422, C6orf183, FLJ37396, NM_173671, RP11-487F23.3, XM_374179"
6,35,17.1,7,284612,SYPL2,"ENSG00000143028, LOC284612, MG29, NM_001006603, NM_001040709, SYPL2"
6,27,22.2,3,56907,SPIRE1,"ENSG00000134278, SPIRE1, XM_290818"
6,33,18.2,11,55930,MYO5C,"ENSG00000128833, MYO5C, NM_018728"
6,36,16.7,4,55600,ITLN1,"ENSG00000179914, ITLN1, NM_017625"
6,23,26.1,6,84210,ANKRD20A1,"ANKRD20A, ANKRD20A1, ENSG00000196774, NM_032250"
6,34,17.6,8,8342,HIST1H2BM,"ENSG00000196374, HIST1H2BM, NM_003521"
6,43,14,5,5654,HTRA1,"ENSG00000166033, HTRA1, NM_002775, PRSS11"
6,35,17.1,4,64121,RRAGC,"ENSG00000116954, NM_022157, RRAGC"
6,29,20.7,3,85451,UNK,"ENSG00000132478, NM_001080419, UNK, XM_036115, ZC3H5, ZC3HDC5"
6,43,14,5,5079,PAX5,"ENSG00000196092, M96944, NM_016734, NM_016734.1, PAX5"
6,37,16.2,4,10317,B3GALT5,"B3GALT5, ENSG00000183778, NM_006057, NM_006057.1"
6,35,17.1,4,29844,TFPT,"ENSG00000105619, NM_013342, TFPT"
6,29,20.7,5,63950,DMRTA2,"DMRTA2, XM_027162, XM_209252"
6,22,27.3,5,57476,GRAMD1B,"ENSG00000023171, GRAMD1B, KIAA1201, XM_370660"
6,40,15,6,2731,GLDC,"ENSG00000178445, ENSG00000186282, ETS1, GLDC, NM_000170"
6,33,18.2,4,57631,LRCH2,"ENSG00000130224, LRCH2, NM_020871"
6,32,18.8,3,152992,TRMT44,"C4orf23, ENSG00000155275, FLJ35725, NM_152544, c4orf23"
6,35,17.1,7,149428,BNIPL,"BNIPL, ENSG00000163141, NM_138278, NM_138279"
6,37,16.2,6,7775,ZNF232,"ENSG00000167840, NM_014519, ZNF232"
6,44,13.6,6,7410,VAV2,"ENSG00000160293, NM_003371, NM_003371.2, VAV2, vav2"
6,34,17.6,4,11267,SNF8,"EAP30, ENSG00000159210, NM_007241, SNF8, snf8"
6,34,17.6,5,8354,HIST1H3I,"ENSG00000182572, HIST1H3I, NM_003533"
6,35,17.1,5,9938,ARHGAP25,"ARHGAP25, ENSG00000163219, KIAA0053, NM_001007231, NM_014882, XM_376060"
6,45,13.3,6,1787,TRDMT1,"AF012128, DNMT2, ENSG00000107614, NM_004412, NM_176086, NPY2R, TRDMT1"
6,45,13.3,6,3710,ITPR3,"ENSG00000096433, ITPR3, NM_002224, NM_002224.2, SPCS1, itpr3"
6,41,14.6,5,6251,RSU1,"ENSG00000148484, NM_012425, NM_152724, RSU1"
6,37,16.2,5,151613,TTC14,"ENSG00000163728, NM_133462, TTC14"
6,35,17.1,4,116151,FAM210B,"C20ORF108, C20orf108, ENSG00000124098, NM_080821"
6,42,14.3,4,51181,DCXR,"DCXR, ENSG00000169738, NM_016286, NM_016286.2"
6,37,16.2,6,6999,TDO2,"ENSG00000151790, NM_005651, TDO2, tdo2"
6,22,27.3,4,150368,FAM109B,"ENSG00000177096, FAM109B, LOC150368, NM_001002034, XM_086826"
6,43,14,5,10732,TCFL5,"ENSG00000101190, NM_006602, TCFL5"
6,39,15.4,6,10241,CALCOCO2,"CALCOCO2, ENSG00000136436, NDP52, NM_005831"
6,40,15,5,4947,OAZ2,"CADM1, ENSG00000180304, NM_002537, OAZ2"
6,32,18.8,6,266553,OFCC1,"ENSG00000181355, NM_153003, OFCC1"
6,36,16.7,6,10961,ERP29,"C12ORF8, C12orf8, ENSG00000089248, ERP29, NM_006817"
6,42,14.3,7,51056,LAP3,"ENSG00000002549, LAP3, NM_015907, NM_015907.2"
6,37,16.2,4,201780,SLC10A4,"NM_152679, SLC10A4, slc10a4"
6,36,16.7,7,1657,DMXL1,"DMXL1, ENSG00000172869, MAN1A1, NM_005509"
6,40,15,4,26280,IL1RAPL2,"ENSG00000189108, IL1RAPL2, NM_017416"
6,35,17.1,5,29087,THYN1,"C19orf62, ENSG00000151500, NM_014174, THY28, THYN1"
6,38,15.8,6,83884,SLC25A2,"ENSG00000120329, NM_031947, SLC25A2"
6,38,15.8,7,114822,RHPN1,"ENSG00000158106, NM_052924, RHPN1"
6,38,15.8,7,132884,EVC2,"ENSG00000173040, EVC2, NM_147127"
6,41,14.6,8,5546,PRCC,"ENSG00000143294, NM_005973, NM_199416, PRCC"
6,33,18.2,6,159119,HSFY2,"86614, HSFY1, HSFY2, NM_001001877, NM_033108, NM_153716"
6,40,15,6,5957,RCVRN,"ENSG00000109047, NM_002903, RCV1, RCVRN"
6,32,18.8,9,51093,RRNAD1,"C1orf66, CGI-41, ENSG00000143303, NM_015997"
6,36,16.7,7,65980,BRD9,"BRD9, ENSG00000028310, NM_001009877, NM_023924, brd9"
6,33,18.2,6,55285,RBM41,"AL832966, ENSG00000089682, FLJ11016, NM_018301, RBM41, rbm41"
6,36,16.7,7,84830,ADTRP,"C6ORF105, C6orf105, ENSG00000111863, NM_032744"
6,33,18.2,4,283576,ZDHHC22,"ENSG00000177108, NM_174976, ZDHHC22"
6,37,16.2,4,116843,SLC18B1,"C6ORF192, C6orf192, ENSG00000146409, NM_052831, SLC18B1"
6,40,15,9,22861,NLRP1,"DEFCAP, ENSG00000091592, LOC440398, NALP1, NLRP1, NM_014922, NM_033004, NM_033007"
6,31,19.4,4,79946,C10orf95,"C10ORF95, C10orf95, ENSG00000120055, NM_024886"
6,38,15.8,8,51458,RHCG,"ENSG00000140519, NM_016321, RHCG"
6,26,23.1,6,126859,AXDND1,"C1orf125, DKFZp686H1423, ENSG00000162779, FLJ32940, NM_144696, NM_182766, c1orf125"
6,41,14.6,4,8309,ACOX2,"ACOX2, ENSG00000168306, NM_003500, NM_003500.2"
6,43,14,5,51170,HSD17B11,"DHRS8, ENSG00000198189, HSD17B11, NM_016245, RetSDR2"
6,37,16.2,5,51084,CRYL1,"CRYL1, ENSG00000165475, NM_015974"
6,42,14.3,5,8481,OFD1,"4966, DHX58, ENSG00000046651, NM_003611, OFD1, ofd1"
6,35,17.1,7,25977,NECAP1,"DKFZP566B183, ENSG00000089818, NECAP1, NM_015509"
6,33,18.2,5,80254,CEP63,"729534, CEP63, Cep63, ENSG00000182923, FLJ13386, LOC729534, NM_025180"
6,29,20.7,3,119694,OR51F2,"ENSG00000176925, LOC119694, NM_001004753, OR51F2, XM_061626"
6,33,18.2,5,136051,ZNF786,"DKFZP762I137, DKFZp762I137, ENSG00000197362, NM_152411, ZNF786, znf786"
6,40,15,8,29119,CTNNA3,"555, CTNNA3, ENSG00000183230, NM_013266, NM_013266.1, VR22"
6,34,17.6,4,54974,THG1L,"ENSG00000113272, ICF45, NM_017872, THG1L"
6,42,14.3,6,11108,PRDM4,"ENSG00000110851, NM_012406, PRDM4"
6,26,23.1,6,60467,BPESC1,"BPESC1, NM_021812, NM_021820"
6,43,14,3,4855,NOTCH4,"ENSG00000112049, ENSG00000204301, GTF3C3, NM_004557, NM_004557.3, NOTCH4, NoTCH4, notch4"
6,43,14,7,5371,PML,"ENSG00000140464, M79464, NM_002675, NM_033238, NM_033240.2, NM_033247, NM_033250, PML, pml"
6,43,14,4,8320,EOMES,"AB031038, ENSG00000163508, EOMES, NM_005442, NM_005442.2"
6,42,14.3,4,3621,ING1,"ENSG00000153487, HCCS, ING1, NM_005537, NM_198219"
6,39,15.4,7,4257,MGST1,"ENSG00000008394, MGST1, NM_020300, NM_145791, NM_145792, NM_145792.1, ST8SIA5"
6,43,14,6,3689,ITGB2,"ENSG00000160255, ITGB2, NM_000211, NM_000211.1, PODXL, itgb2"
6,36,16.7,5,2275,FHL3,"ENSG00000183386, FHL3, NM_004468, TGFBRAP1"
6,39,15.4,6,10060,ABCC9,"4809, ABCC9, ENSG00000069431, NHP2L1, NM_005691, NM_020298, abcc9"
6,34,17.6,6,353288,KRT26,"64710, ENSG00000186393, KRT25B, KRT26, NM_181539, NUCKS, NUCKS1"
6,40,15,4,126,ADH1C,"124, 125, ADH1A, ADH1B, ADH1C, IGFBP7, NM_000669, NM_000669.3"
6,34,17.6,5,353355,ZNF233,"ENSG00000159915, NM_181756, ZNF233"
6,36,16.7,8,51150,SDF4,"CAB45, Cab45, ENSG00000078808, NM_016176, SDF4"
6,42,14.3,6,1757,SARDH,"ENSG00000123453, NM_007101, RXRB, SARDH"
6,23,26.1,3,317754,POTED,"A26B3, ANKRD21, ENSG00000166351, NM_174981, POTED"
6,42,14.3,6,1519,CTSO,"APOBEC3A, APOBEC3B, CTSO, ENSG00000151792, NM_001334"
6,28,21.4,4,115572,FAM46B,"ENSG00000158246, FAM46B, MGC16491, NM_052943"
6,29,20.7,6,55201,MAP1S,"BPY2IP1, ENSG00000130479, MAP1S, NM_018174"
6,44,13.6,5,5509,PPP1R3D,"ENSG00000132825, NM_006242, PPP1R3D, ppp1r3d"
6,26,23.1,4,440400,RNASEK,"MGC71993, NM_001004333, RNASEK"
6,39,15.4,5,5360,PLTP,"ENSG00000100979, NM_006227, NM_182676, NM_182676.1, PLTP"
6,38,15.8,4,1306,COL15A1,"ACADM, COL15A1, NM_001855, NM_001855.3"
6,40,15,5,219699,UNC5B,"ENSG00000107731, NM_170744, NM_170744.2, UNC5B, UNC5H2"
6,33,18.2,5,55007,FAM118A,"C22ORF8, C22orf8, ENSG00000100376, FAM118A, NM_017911"
6,38,15.8,5,9535,GMFG,"ENSG00000130755, GMFG, NM_004877"
6,35,17.1,4,9745,ZNF536,"ENSG00000198597, KIAA0390, NM_014717, XM_375593, ZNF536"
6,42,14.3,4,1392,CRH,"CRH, DHRSX, ENSG00000147571, NM_000756, NM_000756.1"
6,44,13.6,11,1080,CFTR,"CFTR, ENSG00000001626, MX1, NM_000492, NM_000492.3"
6,41,14.6,5,6653,SORL1,"ENSG00000137642, NM_003105, NM_003105.3, SORL1"
6,41,14.6,5,5037,PEBP1,"442022, ENSG00000089220, ITPR1, LOC442022, NM_002567, NM_002567.2, PBP, PEBP1"
6,38,15.8,8,29126,CD274,"CD274, ENSG00000120217, NM_014143, NM_014143.2, PDCD1LG1"
6,25,24,4,9673,SLC25A44,"ENSG00000160785, KIAA0446, NM_014655, SLC25A44, XM_044155, slc25a44"
6,41,14.6,4,5641,LGMN,"ENSG00000100600, LGM, LGMN, NM_001008530.1, NM_005606"
6,41,14.6,4,256281,NUDT14,"ENSG00000183828, NM_177533, NUDT14"
6,33,18.2,6,283848,CES4A,"CES4A, CES8, ENSG00000172824, FLJ37464, NM_173815"
6,41,14.6,6,51678,MPP6,"ENSG00000105926, MPP6, NM_016447"
6,44,13.6,3,1385,CREB1,"CREB1, ENSG00000118260, M27691, NM_134442, NM_134442.2, WNT3"
6,43,14,5,8638,OASL,"ENSG00000135114, NM_003733, NM_198213, OASL"
6,39,15.4,5,2822,GPLD1,"ENSG00000112293, GPLD1, MB, NM_001503, NM_001503.2, NM_177483, gpld1"
6,32,18.8,4,25829,TMEM184B,"C22ORF5, C22orf5, ENSG00000198792, NM_012264, TMEM184B"
6,41,14.6,6,63874,ABHD4,"ABHD4, ENSG00000100439, NM_022060"
6,35,17.1,5,9719,ADAMTSL2,"100507453, 653348, ADAMTSL2, ENSG00000197859, KIAA0605, LOC653348, NM_014694, adamtsl2"
6,18,33.3,5,150921,TCF23,"391360, LOC391360, TCF23, XM_372923"
6,47,12.8,3,857,CAV1,"CAV1, ENSG00000105974, HYOU1, NM_001753, NM_001753.3"
6,31,19.4,4,84307,ZNF397,"ENSG00000186812, NM_032347, ZNF397"
6,38,15.8,8,9777,TM9SF4,"34778, ENSG00000101337, NM_014742, TM9SF4"
6,20,30,8,139425,DCAF8L1,"DCAF8L1, LOC139425, NM_001017930, WDR42B, XM_066690, wdr42b"
6,37,16.2,7,142686,ASB14,"26060, APPL, APPL1, ASB14, ENSG00000168387, NM_012096, NM_130387"
6,37,16.2,4,79088,ZNF426,"ENSG00000130818, NM_024106, ZNF426"
6,34,17.6,4,6623,SNCG,"ENSG00000173267, NM_003087, SNCG"
6,41,14.6,5,56606,SLC2A9,"ENSG00000109667, NM_001001290, NM_020041, SLC2A9, slc2a9"
6,27,22.2,2,401498,TMEM215,"ENSG00000188133, LOC401498, NM_212558, TMEM215"
6,35,17.1,5,128821,CST9L,"CST9L, ENSG00000101435, NM_080610"
6,38,15.8,4,2676,GFRA3,"ENSG00000146013, GFRA3, NM_001496, SH2D3C"
6,32,18.8,5,7278,TUBA3C,"ENSG00000198033, NM_006001, NM_079836, TUBA2, TUBA3C, XM_942605.1"
6,33,18.2,6,26586,CKAP2,"CKAP2, ENSG00000136108, NM_018204, ckap2"
6,17,35.3,3,201283,AMZ2P1,"51321, AMZ2, FLJ32065, NM_153032"
6,34,17.6,6,57555,NLGN2,"NLGN2, NM_020795"
6,23,26.1,5,401993,OR2T5,"127074, 343563, LOC343563, LOC401993, NM_001004694, NM_001004697, OR2T29, OR2T4, OR2T5, XM_291645, XM_372789, XM_377644"
6,40,15,5,23133,PHF8,"731069, ENSG00000172943, LOC731069, NM_015107, PHF8"
6,45,13.3,5,7422,VEGFA,"ENSG00000112715, NM_001025367.1, NM_003376, VEGF, VEGFA"
6,35,17.1,6,26059,ERC2,"CAST, ENSG00000187672, ERC2, NM_015576"
6,30,20,5,8785,MATN4,"ENSG00000124159, MATN4, NM_003833"
6,39,15.4,5,5196,PF4,"ENSG00000163737, NM_002619, NM_002619.1, PF4"
6,38,15.8,6,145173,B3GLCT,"B3GALTL, B3GTL, ENSG00000187676, NM_194318, b3galtl"
6,27,22.2,4,79091,METTL22,"C16ORF68, C16orf68, ENSG00000067365, MGC2654, NM_024109"
6,37,16.2,5,9228,DLGAP2,"619343, C8orf68, DLGAP2, ENSG00000198010, NM_004745"
6,40,15,6,10371,SEMA3A,"ENSG00000075213, NM_006080, NM_006080.2, SEMA3A"
6,18,33.3,10,100533467,BIVM-ERCC5,"2073, 54841, BIVM, ERCC5, NM_000123, NM_017693"
6,20,30,5,255220,TXNDC8,"NM_001003936, TXNDC8"
6,40,15,5,6536,SLC6A9,"ENSG00000196517, NM_006934, NM_201649, SLC6A9"
6,33,18.2,5,8356,HIST1H3J,"ENSG00000197153, HIST1H3J, NM_003535"
6,46,13,8,3726,JUNB,"JUNB, NM_002229, NM_002229.2, SCAP, X51345"
6,33,18.2,7,27075,TSPAN13,"ENSG00000106537, NM_014399, TM4SF13, TSPAN13"
6,40,15,4,9603,NFE2L3,"ENSG00000050344, NFE2L3, NM_004289"
6,38,15.8,6,58492,ZNF77,"ENSG00000175691, NM_021217, ZNF77, znf77"
6,40,15,4,7857,SCG2,"ENSG00000171951, NM_003469, NM_003469.3, SCG2, SN"
6,40,15,4,64241,ABCG8,"ABCG8, ENSG00000143921, NM_022437, NM_022437.2"
6,39,15.4,10,55366,LGR4,"GPR48, LGR4, NM_018490, lgr4"
6,41,14.6,5,6871,TADA2A,"ENSG00000108264, NM_001488, TADA2A, TADA2L, tada2l"
6,31,19.4,8,349149,GJC3,"ENSG00000176402, GJC3, GJE1, NM_181538"
6,40,15,3,2670,GFAP,"DAZAP2, ENSG00000131095, GFAP, NM_002055, NM_002055.2"
6,33,18.2,3,84766,CRACR2A,"EFCAB4B, ENSG00000130038, MGC4266, NM_032680"
6,37,16.2,9,8542,APOL1,"APOL1, ENSG00000100342, NM_003661, NM_145343"
6,37,16.2,7,55198,APPL2,"APPL2, DIP13B, ENSG00000136044, NM_018171, NM_018171.3"
6,43,14,5,3355,HTR1F,"ENSG00000179097, GRIN2C, HTR1F, NM_000866, NM_000866.1"
6,30,20,7,57795,BRINP2,"ENSG00000198797, FAM5B, KIAA1747, NM_021165"
6,39,15.4,7,6878,TAF6,"ENSG00000106290, L25444, NM_005641, TAF6"
6,24,25,7,284390,ZNF763,"126070, 729745, 7620, LOC284390, LOC729745, XM_371138, ZNF440, ZNF440L, ZNF69, ZNF763"
6,24,25,4,23145,SSPO,"155063, 285970, ENSG00000197558, FLJ36112, FLJ45737, KIAA0543, LOC643641, SSPO, XM_376718, XM_378196, XM_945758, XM_945759"
6,38,15.8,6,81697,OR2B2,"NM_033057, OR2B2"
6,35,17.1,4,284613,CYB561D1,"CYB561D1, ENSG00000174151, NM_182580"
6,39,15.4,6,529,ATP6V1E1,"ATP6V1E1, ENSG00000131100, LMO2, NM_001039367.1, NM_001696"
6,41,14.6,6,4122,MAN2A2,"ENSG00000196547, MAN2A2, MCHR1, NM_006122"
6,23,26.1,4,55049,REX1BD,"C19orf60, ENSG00000006015, FLJ20850, NM_017967"
6,38,15.8,5,4739,NEDD9,"APPL1, ENSG00000111859, NEDD9, NM_006403, nedd9"
6,31,19.4,6,6278,S100A7,"ENSG00000143556, NM_002963, S100A7"
6,39,15.4,5,57504,MTA3,"728786, ENSG00000057935, MTA3, NM_020744, NM_020744.2, XM_038567, XM_208281, XM_208908, XM_291017, hCG_1783907"
6,23,26.1,4,100505621,C11orf72,"283135, 341676, AA400644, C11orf72, ENSG00000184224, FLJ90834, MGC75495, NEK5, NM_173578"
6,21,28.6,4,144404,TMEM120B,"54509, C14orf165, ENSG00000188735, LOC144404, NM_019034, RHOF, TMEM120B, XM_084852"
6,43,14,4,10312,TCIRG1,"1119, CHKA, ENSG00000110719, NM_006019, NM_006019.2, TCIRG1"
6,37,16.2,7,79230,ZNF557,"ENSG00000130544, NM_024341, ZNF557"
6,29,20.7,4,348093,RBPMS2,"ENSG00000166831, NM_194272, RBPMS2"
6,37,16.2,6,55276,PGM2,"ENSG00000169299, NM_018290, PGM2"
6,36,16.7,8,8943,AP3D1,"AP3D1, ENSG00000065000, NM_003938"
6,34,17.6,5,23142,DCUN1D4,"DCUN1D4, ENSG00000109184, KIAA0276, NM_001040402, NM_015115"
6,44,13.6,4,6305,SBF1,"ENSG00000100241, NM_002972, SBF1"
6,34,17.6,5,56945,MRPS22,"ENSG00000175110, MRPS22, NM_020191"
6,27,22.2,8,374462,PTPRQ,"387870, ENSG00000139304, LOC387870, PTPRQ, XM_291991, XM_370699, XM_940335"
6,37,16.2,6,6238,RRBP1,"ENSG00000125844, NM_004587, RRBP1"
6,40,15,6,4644,MYO5A,"ENSG00000197535, MYO5A, NM_000259, SALL1"
6,28,21.4,5,51406,NOL7,"ENSG00000137420, ENSG00000225921, NM_016167, NOL7, NoL7"
6,43,14,9,7080,NKX2-1,"562, ARSA, ENSG00000136352, NKX2-1, NM_003317, TITF1, X82850"
6,38,15.8,6,90594,ZNF439,"ENSG00000171291, NM_152262, ZNF439"
6,40,15,4,339976,TRIML1,"ENSG00000184108, FLJ36180, NM_178556, TRIML1"
6,36,16.7,4,10934,MORF4,"ENSG00000170930, MORF4, NM_006792, XM_165470"
6,41,14.6,6,4284,MIP,"CNP, MIP, NM_012064"
6,36,16.7,5,203430,RTL3,"ENSG00000179300, MAR3, NM_152694, ZCCHC5"
6,41,14.6,6,25825,BACE2,"BACE2, ENSG00000182240, NM_012105, NM_138992, NM_138992.1"
6,30,20,5,390664,C1QTNF8,"C1QTNF8, NM_207419"
6,39,15.4,6,83417,FCRL4,"ENSG00000163518, FCRL4, IRTA1, NM_031282"
6,34,17.6,5,114569,MAL2,"ENSG00000147676, MAL2, NM_052886"
6,33,18.2,4,140801,RPL10L,"ENSG00000165496, NM_080746, RPL10L"
6,17,35.3,5,23331,TTC28,"284901, ENSG00000100154, KIAA1043, LOC284901, NM_015281, TTC28, XM_209408"
6,35,17.1,6,56834,GPR137,"572, BAD, C11ORF4, ENSG00000173264, GPR137, NM_004322, NM_020155"
6,41,14.6,5,309,ANXA6,"3870, ANXA6, ENSG00000197043, MVK, NM_001155, NM_001155.3"
6,35,17.1,5,79908,BTNL8,"BTNL8, ENSG00000113303, NM_024850"
6,37,16.2,4,2863,GPR39,"ENSG00000183840, GPR39, NCKAP1, NM_001508, NM_001508.2"
6,39,15.4,5,65078,RTN4R,"ENSG00000040608, NM_023004, NM_023004.5, RTN4R"
6,35,17.1,4,124936,CYB5D2,"51154, 6774, C1orf33, CYB5D2, ENSG00000167740, MGC32124, MRTO4, NM_144611, STAT3"
6,40,15,5,53919,SLCO1C1,"ENSG00000139155, NM_017435, NM_017435.3, SLCO1C1"
6,41,14.6,10,7516,XRCC2,"ENSG00000196584, NM_005431, NM_005431.1, XRCC2"
6,39,15.4,5,109,ADCY3,"ADCY3, ENSG00000138031, MR1, NM_004036, NM_004036.3, adcy3"
6,43,14,5,5869,RAB5B,"ENSG00000111540, NM_002868, RAB5B"
6,32,18.8,4,30816,ERVW-1,"ENSG00000197604, ENSG00000242950, ERVW-1, ERVWE1, NBR2, NM_014590, ervwe1"
6,34,17.6,5,23366,KIAA0895,"ENSG00000164542, KIAA0895, NM_015314, NM_198284, XM_166573, XM_295200"
6,24,25,2,140870,WFDC6,"ENSG00000149653, NM_080827, WFDC6"
6,38,15.8,6,7464,CORO2A,"CORO2A, ENSG00000106789, NM_003389, NM_052820"
6,42,14.3,6,2069,EREG,"COL27A1, ENSG00000124882, EREG, NM_001432, NM_001432.2"
6,35,17.1,6,54915,YTHDF1,"ENSG00000149658, NM_017798, YTHDF1"
6,28,21.4,4,114791,TUBGCP5,"ENSG00000153575, NM_052903, TUBGCP5"
6,30,20,4,151258,SLC38A11,"ENSG00000169507, FLJ39822, NM_173512, SLC38A11"
6,33,18.2,4,51225,ABI3,"ABI3, ENSG00000108798, NM_016428"
6,34,17.6,6,7140,TNNT3,"ENSG00000130595, NM_006757, TNNT3, tnnt3"
6,37,16.2,3,26689,OR4D1,"ENSG00000141194, NM_012374, OR4D1, X89670, XM_098164, XM_171892, XM_292596, XM_292627"
6,40,15,10,55179,FAIM,"ENSG00000158234, FAIM, NM_018147"
6,32,18.8,4,246330,PELI3,"ENSG00000174516, MGC35521, NM_145065, NM_145065.1, PELI3"
6,36,16.7,6,23355,VPS8,"ENSG00000156931, KIAA0804, NA, NM_001009921, NM_015303, VPS8, XM_291080"
6,38,15.8,4,1013,CDH15,"CDH15, ENSG00000129910, NM_004933, NM_004933.2, WNT3A"
6,35,17.1,4,93587,TRMT10A,"ENSG00000145331, NM_152292, RG9MTD2"
6,24,25,4,110599583,EEF1AKMT4-ECE2,"84291, 9718, ECE2, MGC2408, NM_014693, NM_032331"
6,18,33.3,7,26115,TANC2,"DKFZP564D166, ENSG00000170921, NM_025185, TANC2, XM_371074"
6,30,20,5,64901,RANBP17,"AJ288954, NM_022897, RANBP17"
6,29,20.7,5,63920,ZBED8,"C5orf54, LOC63920, NM_022090"
6,38,15.8,2,255231,MCOLN2,"ENSG00000153898, MCOLN2, NM_153259, XM_030665, XM_086186, XM_291464, XM_371263, XM_371267"
6,34,17.6,5,164633,CABP7,"55954, CABP7, ENSG00000100314, NM_182527, ZMAT5, cabp7"
